index,liqd,kof,price_last,name,price,name_id
0,,0.94,5557.8534,AWP | Dragon Lore (Factory New),5321.0862,44060
1,,0.94,4442.205,AWP | Gungnir (Factory New),4250.11,776764
2,liqd,0.94,4283.4484,★ Sport Gloves | Pandora's Box (Minimal Wear),4195.4174,44999
3,,0.94,3965.11,AWP | Dragon Lore (Minimal Wear),3866.3046,34076
4,,0.94,3932.4429999999998,AWP | Gungnir (Minimal Wear),3605.6426,776481
1354,newq,0.99,3375.11,★ Specialist Gloves | Marble Fade (Factory New),3605.11,83656
5,zz,0.94,3405.2064,M4A4 | Howl (Factory New),3395.938,44717
6,newq,0.91,5500.0,★ Driver Gloves | Snow Leopard (Factory New),3000.0,836211
7,liqd,0.94,2915.833,★ Moto Gloves | Spearmint (Minimal Wear),2840.11,43160
8,liqd,0.94,3015.11,★ Sport Gloves | Vice (Minimal Wear),2823.6378,162629
10,,0.94,2768.7324,AK-47 | Wild Lotus (Factory New),2655.11,776874
9,,0.94,2550.2670000000003,AWP | Gungnir (Field-Tested),2482.8784,776029
12,,0.94,2280.8160000000003,AWP | Dragon Lore (Field-Tested),2331.435,34075
11,,0.94,2385.6824,M4A4 | Howl (Minimal Wear),2300.8474,35305
15,,0.94,2238.5818,AWP | Gungnir (Well-Worn),2091.1522,776807
14,newq,0.94,2141.0004,★ Sport Gloves | Slingshot (Minimal Wear),2053.2889999999998,835686
13,newq,0.94,2162.846,★ Driver Gloves | Snow Leopard (Minimal Wear),1965.9160000000002,836089
16,,0.94,1941.4666,AK-47 | Wild Lotus (Minimal Wear),1922.2342,776538
17,newq,0.94,2010.11,★ Specialist Gloves | Tiger Strike (Minimal Wear),1907.6642,836118
21,,0.94,1820.5732,StatTrak™ AK-47 | Fire Serpent (Minimal Wear),1826.1192,38182
18,,0.94,1800.1846,M4A4 | Howl (Field-Tested),1811.5586,35304
20,,0.94,1811.8406,AWP | Gungnir (Battle-Scarred),1800.11,775901
19,,0.94,1791.4426,AWP | The Prince (Factory New),1762.0488,776828
24,newq,0.94,1692.4042,M4A1-S | Welcome to the Jungle (Factory New),1727.0996,836236
23,,0.94,1663.283,AWP | Dragon Lore (Well-Worn),1696.5120000000002,34077
22,liqd,0.94,1675.11,★ Sport Gloves | Hedge Maze (Minimal Wear),1610.596,43256
28,,0.94,1600.11,★ StatTrak™ M9 Bayonet | Lore (Factory New),1610.596,43815
3427,zz,0.9,1550.11,Sticker | s1mple (Gold) | Krakow 2017,1550.11,41825
26,newq,0.99,1533.9357,★ Moto Gloves | Blood Pressure (Factory New),1533.9357,836408
34,,0.96,1442.8224,M4A4 | Howl (Well-Worn),1520.11,35306
27,,0.96,1532.0736,AWP | The Prince (Minimal Wear),1510.11,776737
29,a_liqd,0.96,1561.8239999999998,★ Skeleton Knife | Fade (Factory New),1487.2224,776716
30,liqd,0.95,1495.509,★ StatTrak™ Skeleton Knife | Fade (Factory New),1458.4779999999998,777065
25,liqd,0.94,1480.11,★ Sport Gloves | Pandora's Box (Field-Tested),1427.108,43259
32,liqd,0.94,1470.11,★ Sport Gloves | Superconductor (Minimal Wear),1415.4614,43263
35,liqd,0.94,1376.3574,AK-47 | Wild Lotus (Field-Tested),1397.9868,776459
33,liqd,0.94,1430.2476,★ Specialist Gloves | Crimson Kimono (Minimal Wear),1368.8656,43234
39,,0.97,1322.595,AWP | Dragon Lore (Battle-Scarred),1367.4672,34074
40,a_liqd_z,0.96,1480.0128,★ Skeleton Knife | Fade (Minimal Wear),1363.776,776672
36,liqd,0.94,1345.11,★ Skeleton Knife | Crimson Web (Minimal Wear),1361.5806,776917
37,,0.94,1402.5739999999998,★ M9 Bayonet | Lore (Factory New),1345.11,43106
44,,0.94,1267.12,AK-47 | X-Ray (Minimal Wear),1296.0532,835777
48,,0.96,1265.11,★ StatTrak™ Karambit | Lore (Factory New),1265.6256,43743
43,newq,0.97,1260.9709,★ Specialist Gloves | Marble Fade (Minimal Wear),1260.9709,836085
38,,0.94,1340.11,AWP | Medusa (Minimal Wear),1240.11,34105
42,liqd,0.94,1245.2744,AWP | The Prince (Field-Tested),1240.11,776454
41,liqd,0.91,1230.11,★ Driver Gloves | King Snake (Minimal Wear),1215.214,45486
31,newq,0.94,1165.1676,★ Sport Gloves | Big Game (Factory New),1165.11,837367
46,,0.95,1115.11,★ Karambit | Lore (Factory New),1156.777,43961
74,newq,0.99,1060.11,★ Driver Gloves | Rezan the Red (Factory New),1125.11,836401
50,liqd,0.95,1140.7695,AWP | Medusa (Field-Tested),1105.268,34104
54,,0.94,1136.037,★ Sport Gloves | Pandora's Box (Well-Worn),1102.3662,43260
53,,0.94,1082.1468,AK-47 | Fire Serpent (Factory New),1080.11,33895
56,a_liqd,0.96,1110.11,★ Skeleton Knife | Crimson Web (Field-Tested),1078.2336,776748
60,bad,0.94,1075.11,AWP | The Prince (Well-Worn),1076.1589999999999,775968
64,liqd,0.94,1092.3458,AUG | Akihabara Accept (Minimal Wear),1050.11,33986
45,a_liqd,0.94,1045.0,★ Butterfly Knife | Fade (Factory New),1045.5808,42556
51,newq,0.94,1041.3696,★ Specialist Gloves | Field Agent (Minimal Wear),1041.2098,836016
62,bad,0.96,1041.2160000000001,AWP | The Prince (Battle-Scarred),1035.1008,776888
58,newq,0.94,1092.3458,M4A1-S | Welcome to the Jungle (Minimal Wear),1023.7352,835965
68,,0.94,1077.7852,StatTrak™ AK-47 | Fire Serpent (Field-Tested),1022.2782,38181
47,liqd,0.94,1035.5416,★ Sport Gloves | Vice (Field-Tested),1020.8212,45582
59,liqd,0.96,1010.11,★ StatTrak™ Butterfly Knife | Marble Fade (Factory New),1018.7424,43418
65,liqd,0.92,970.7472,★ M9 Bayonet | Lore (Minimal Wear),1005.11,43108
49,liqd,0.93,1017.7868,★ StatTrak™ Butterfly Knife | Fade (Factory New),1008.5199,43412
71,liqd,0.92,915.1516,★ StatTrak™ M9 Bayonet | Lore (Minimal Wear),983.4248,44998
72,newq,0.94,1035.11,★ Sport Gloves | Nocts (Minimal Wear),977.13,836080
52,a_liqd,0.94,950.0,★ Butterfly Knife | Marble Fade (Factory New),965.11,42563
83,,0.94,910.2866,AK-47 | Wild Lotus (Well-Worn),961.1124,776567
76,,0.94,961.2628,★ Skeleton Knife | Crimson Web (Well-Worn),955.11,777040
55,a_liqd,0.96,1011.4656,★ Butterfly Knife | Fade (Minimal Wear),945.11,42557
57,newq,0.97,1060.0,AWP | Fade (Factory New),963.2391,835422
80,liqd,0.94,940.11,★ StatTrak™ Butterfly Knife | Crimson Web (Minimal Wear),940.11,43404
66,liqd,0.94,932.1322,★ Sport Gloves | Amphibious (Minimal Wear),940.11,45440
78,a_liqd,0.96,907.3439999999999,★ Butterfly Knife | Crimson Web (Minimal Wear),936.9504,42548
63,liqd,0.92,970.7472,★ Specialist Gloves | Fade (Minimal Wear),926.4124,45568
69,a_liqd,0.96,870.1536,★ Butterfly Knife | Marble Fade (Minimal Wear),922.08,42564
75,liqd,0.97,970.11,AWP | Medusa (Well-Worn),916.65,34106
77,liqd,0.94,895.7260000000001,M4A1-S | Knight (Factory New),908.6886,35225
70,z_very_new,0.92,855.2872,★ StatTrak™ Butterfly Knife | Fade (Minimal Wear),905.0316,43413
81,newq,0.95,925.8605,★ Moto Gloves | Smoke Out (Minimal Wear),902.1675,836011
85,,0.94,830.1798,★ StatTrak™ Karambit | Fade (Factory New),883.9384,43733
82,liqd,0.94,845.11,AWP | Medusa (Battle-Scarred),875.1964,34103
67,newq,0.94,801.0492,★ Sport Gloves | Scarlet Shamagh (Minimal Wear),873.7394,836069
86,newq,0.98,981.4266,AWP | Fade (Minimal Wear),880.5594,835987
61,newq,0.95,930.278,★ Moto Gloves | Finish Line (Minimal Wear),860.9565,835978
96,,0.94,821.4472,★ StatTrak™ Paracord Knife | Crimson Web (Minimal Wear),860.11,776959
94,newq,0.97,875.11,★ Moto Gloves | Blood Pressure (Minimal Wear),845.11,836117
97,liqd,0.95,840.11,★ Moto Gloves | POW! (Minimal Wear),838.888,45495
89,a_liqd,0.96,835.11,★ Skeleton Knife | Slaughter (Factory New),832.8384,775729
110,z_very_new,0.94,822.9042,★ Skeleton Knife | Case Hardened (Factory New),825.11,777265
84,a_liqd,0.97,867.1872,★ Karambit | Fade (Factory New),826.4885,43000
100,newq,0.95,810.11,★ Driver Gloves | Black Tie (Minimal Wear),816.81,835782
112,newq,0.95,778.6675,★ Hand Wraps | CAUTION! (Minimal Wear),816.81,835907
87,a_liqd,0.96,800.2464,★ Moto Gloves | Spearmint (Field-Tested),815.11,43159
73,,0.95,810.11,★ StatTrak™ Butterfly Knife | Marble Fade (Minimal Wear),810.11,43419
93,newq,0.96,840.4128,AK-47 | X-Ray (Field-Tested),806.0736,836044
101,newq,0.94,732.5984,★ Sport Gloves | Big Game (Minimal Wear),800.927,836026
91,newq,0.91,775.4838,★ Driver Gloves | Snow Leopard (Field-Tested),800.7454,835874
98,a_liqd,0.96,795.11,★ Karambit | Fade (Minimal Wear),800.1216,43001
95,zz,0.99,800.11,★ StatTrak™ Karambit | Fade (Minimal Wear),800.11,43734
92,,0.94,800.11,★ Sport Gloves | Vice (Well-Worn),795.1084,507467
90,liqd,0.92,812.5164,★ Hand Wraps | Cobalt Skulls (Minimal Wear),793.868,422813
88,a_liqd,0.96,803.2224,★ Sport Gloves | Superconductor (Field-Tested),786.7392,43262
121,liqd,0.99,760.0,★ StatTrak™ Butterfly Knife | Doppler (Factory New),760.0,43411
124,,0.96,740.7456,★ StatTrak™ Karambit | Lore (Minimal Wear),740.6304,43745
131,bad,0.96,743.7216,★ Butterfly Knife | Night (Factory New),736.176,45197
136,zz,0.96,688.6848,★ Karambit | Ultraviolet (Factory New),736.176,43044
103,liqd,0.94,747.1684,★ Specialist Gloves | Emerald Web (Minimal Wear),730.11,43238
138,z_very_new,0.96,728.8512,★ StatTrak™ Skeleton Knife | Slaughter (Minimal Wear),728.7360000000001,776795
106,liqd,0.94,735.5124,★ Sport Gloves | Omega (Minimal Wear),725.2006,45571
109,a_liqd,0.96,711.0048,★ Karambit | Lore (Minimal Wear),722.784,43015
118,,0.92,735.11,★ StatTrak™ Bayonet | Lore (Factory New),721.1788,755618
107,a_liqd,0.96,721.4112,★ Skeleton Knife | Slaughter (Minimal Wear),713.8656,776798
116,newq,0.94,707.8388,★ Sport Gloves | Slingshot (Field-Tested),713.554,835867
111,a_liqd,0.96,728.8512,★ Specialist Gloves | Crimson Kimono (Field-Tested),710.8896,43233
115,liqd,0.95,685.9285,★ StatTrak™ Karambit | Marble Fade (Factory New),710.11,43746
102,,0.95,735.9745,M4A4 | Poseidon (Factory New),707.9019999999999,35317
119,liqd,0.96,722.7315,Glock-18 | Fade (Factory New),706.4256,35020
123,,0.97,696.1248,★ StatTrak™ Butterfly Knife | Slaughter (Factory New),706.2764,43429
126,liqd,0.95,700.11,★ StatTrak™ Talon Knife | Fade (Factory New),691.7139999999999,759847
104,a_liqd,0.96,703.5648,★ M9 Bayonet | Crimson Web (Minimal Wear),691.5552,43084
117,a_liqd,0.96,700.5888,★ Butterfly Knife | Slaughter (Factory New),687.0912,42579
128,a_liqd,0.96,688.6848,★ Talon Knife | Fade (Factory New),687.0912,759518
127,a_liqd,0.96,676.7904,★ Karambit | Marble Fade (Factory New),687.0912,43017
122,liqd,0.99,685.0,★ Butterfly Knife | Doppler (Factory New),685.0,42555
105,a_liqd,0.96,721.4112,★ Skeleton Knife,678.1728,775988
99,,0.94,700.11,★ StatTrak™ M9 Bayonet | Crimson Web (Minimal Wear),677.1478,43986
108,liqd,0.95,695.11,★ StatTrak™ Skeleton Knife,675.5260000000001,776879
132,liqd,0.96,700.11,★ StatTrak™ Butterfly Knife | Tiger Tooth (Factory New),675.1968,43435
114,a_liqd,0.96,665.11,★ Butterfly Knife | Tiger Tooth (Factory New),673.7088,42587
130,z_very_new,0.92,641.4608,★ Talon Knife | Ultraviolet (Factory New),672.7224,770810
137,newq,0.94,621.9134,★ Specialist Gloves | Tiger Strike (Field-Tested),648.0266,835850
141,liqd,0.95,590.254,★ StatTrak™ Paracord Knife | Fade (Factory New),647.558,776607
120,a_liqd,0.96,711.0048,★ Skeleton Knife | Slaughter (Field-Tested),646.944,776756
134,a_liqd,0.96,642.576,★ Karambit | Marble Fade (Minimal Wear),646.944,43018
125,,0.96,673.8144,Glock-18 | Fade (Minimal Wear),643.9680000000001,35021
143,newq,0.94,626.275,M4A1-S | Welcome to the Jungle (Field-Tested),640.7416,835885
140,zz,0.99,640.11,★ StatTrak™ Paracord Knife | Fade (Minimal Wear),640.11,778354
133,liqd,0.94,648.1206,★ Sport Gloves | Hedge Maze (Field-Tested),635.11,43255
142,zz,0.92,631.488,★ Bayonet | Lore (Factory New),632.8128,42405
151,liqd,0.99,630.11,★ Butterfly Knife | Doppler (Minimal Wear),630.11,44001
150,z_very_new,0.99,630.11,★ StatTrak™ Butterfly Knife | Doppler (Minimal Wear),630.11,755862
147,a_liqd,0.96,617.2896,★ Butterfly Knife | Tiger Tooth (Minimal Wear),630.11,42588
148,a_liqd,0.96,618.7776,★ Karambit | Autotronic (Minimal Wear),627.6096,42965
168,,0.94,627.732,AK-47 | Wild Lotus (Battle-Scarred),626.181,776912
129,a_liqd,0.96,661.9104,★ Paracord Knife | Crimson Web (Minimal Wear),626.1216,776141
139,liqd,0.91,641.5409,★ Driver Gloves | Crimson Weave (Minimal Wear),623.1134,42603
146,a_liqd,0.96,626.2176,★ Karambit | Crimson Web (Minimal Wear),621.6576,42991
185,newq,0.91,593.6021,★ Driver Gloves | Snow Leopard (Well-Worn),620.2924,836113
152,,0.94,640.845,★ StatTrak™ Karambit | Crimson Web (Minimal Wear),615.9914,43727
173,,0.94,585.11,★ StatTrak™ Butterfly Knife | Case Hardened (Factory New),613.0774,44009
158,zz,0.92,615.802,★ Hydra Gloves | Case Hardened (Factory New),612.8580000000001,757228
144,,0.95,605.11,AK-47 | Hydroponic (Factory New),612.237,33915
154,zz,0.94,611.7144,★ Skeleton Knife | Blue Steel (Factory New),611.6204,776847
149,bad,0.94,635.487,StatTrak™ AK-47 | Wasteland Rebel (Factory New),611.6204,38234
165,bad,0.97,617.7057,★ Sport Gloves | Superconductor (Well-Worn),608.5974,43264
166,,0.94,605.11,★ StatTrak™ Skeleton Knife | Case Hardened (Minimal Wear),607.2494,776144
156,,0.94,605.11,★ Karambit | Case Hardened (Factory New),605.7924,42985
167,a_liqd,0.96,597.9552,★ Talon Knife | Fade (Minimal Wear),603.8112,761709
161,,0.92,598.6992,★ StatTrak™ Karambit | Autotronic (Minimal Wear),600.0332,43704
170,a_liqd,0.98,607.3746,★ Paracord Knife | Fade (Factory New),600.11,776296
163,a_liqd,0.98,598.2606,★ M9 Bayonet | Marble Fade (Factory New),600.11,43110
135,a_liqd,0.96,590.5152,★ Butterfly Knife,597.8592,42530
177,zz,0.91,613.34,★ Driver Gloves | Lunar Weave (Factory New),592.1006,45657
169,a_liqd,0.96,590.5152,★ Skeleton Knife | Case Hardened (Minimal Wear),588.9408,776881
145,liqd,0.95,600.11,★ StatTrak™ Butterfly Knife,588.6865,43389
190,,0.92,573.0404,★ StatTrak™ Butterfly Knife | Tiger Tooth (Minimal Wear),587.1992,45124
157,a_liqd,0.96,587.5392,★ Butterfly Knife | Slaughter (Minimal Wear),585.11,42581
194,zz,0.99,582.8922,★ StatTrak™ Bayonet | Autotronic (Factory New),582.8031,43965
153,,0.95,603.497,Negev | Mjölnir (Factory New),581.3335,776532
160,,0.92,588.7172,★ M9 Bayonet | Autotronic (Factory New),580.0784,43054
159,newq,0.94,560.11,★ Specialist Gloves | Lt. Commander (Minimal Wear),580.11,835996
178,zz,0.94,533.0646,★ Huntsman Knife | Crimson Web (Factory New),575.2142,42908
204,,0.99,585.11,★ Moto Gloves | Spearmint (Well-Worn),575.1405,43161
162,liqd,0.95,587.309,★ StatTrak™ M9 Bayonet | Marble Fade (Factory New),573.971,43818
172,liqd,0.99,570.11,★ StatTrak™ Karambit | Gamma Doppler (Factory New),570.11,43742
184,,0.95,560.11,M4A4 | Poseidon (Minimal Wear),566.618,35319
179,liqd,0.98,572.4474,★ StatTrak™ Talon Knife | Marble Fade (Factory New),566.293,769557
198,zz,0.99,536.877,★ M9 Bayonet | Ultraviolet (Factory New),565.11,755655
186,,0.94,566.5662,★ Specialist Gloves | Crimson Kimono (Well-Worn),563.5676,43235
180,,0.95,562.5235,★ StatTrak™ Karambit | Marble Fade (Minimal Wear),562.5235,756746
175,,0.92,568.7624,★ StatTrak™ Butterfly Knife | Slaughter (Minimal Wear),560.1236,43431
205,liqd,0.99,550.11,★ StatTrak™ M9 Bayonet | Fade (Factory New),560.11,43805
197,bad,0.95,537.263,★ Moto Gloves | Cool Mint (Minimal Wear),560.11,43152
206,,0.99,553.7466,★ StatTrak™ Butterfly Knife | Ultraviolet (Minimal Wear),558.261,43438
195,zz,0.92,551.6596,★ Hand Wraps | Badlands (Factory New),555.8456,45596
202,liqd,0.99,582.8922,★ StatTrak™ Karambit | Tiger Tooth (Factory New),555.2019,43766
187,,0.94,560.11,StatTrak™ AK-47 | Vulcan (Factory New),555.11,38229
171,,0.94,520.11,★ Skeleton Knife | Crimson Web (Battle-Scarred),553.3686,776962
181,,0.95,423.9185,Negev | Mjölnir (Minimal Wear),550.43,776552
193,zz,0.94,525.11,★ Skeleton Knife | Stained (Factory New),546.0930000000001,777189
213,liqd,0.99,531.0,★ Driver Gloves | Imperial Plaid (Minimal Wear),545.11,45655
261,bad,0.99,515.4039,StatTrak™ AK-47 | Fire Serpent (Battle-Scarred),545.11,38180
183,a_liqd,0.96,553.3344,★ Talon Knife | Marble Fade (Factory New),542.832,769517
196,newq,0.95,531.373,★ Broken Fang Gloves | Jade (Minimal Wear),541.595,836034
214,,0.99,538.4115,★ Sport Gloves | Vice (Battle-Scarred),541.3914,755612
189,liqd,0.99,540.11,★ Karambit | Gamma Doppler (Factory New),540.11,43011
199,,0.99,570.11,★ Butterfly Knife | Case Hardened (Factory New),540.11,42542
220,a_liqd,0.99,538.4115,★ Paracord Knife | Fade (Minimal Wear),540.11,777170
176,,0.94,557.8242,AK-47 | Fire Serpent (Minimal Wear),538.808,33897
209,liqd,0.99,523.0665,★ Specialist Gloves | Foundation (Minimal Wear),538.3224,43247
232,bad,0.99,536.877,★ Karambit | Night (Factory New),536.7978,45649
203,a_liqd,0.99,532.2735,★ M9 Bayonet | Fade (Factory New),536.7978,33812
188,liqd,0.94,520.11,★ Specialist Gloves | Crimson Web (Minimal Wear),535.894,422853
191,,0.92,535.11,★ StatTrak™ Karambit | Slaughter (Factory New),535.11,43758
155,,0.9,575.11,Sticker | Vox Eminor (Holo) | Katowice 2015,535.11,41050
200,a_liqd,0.99,552.2121,★ M9 Bayonet | Marble Fade (Minimal Wear),533.7288,43111
210,,0.99,552.2121,★ Bayonet | Autotronic (Factory New),533.7288,42351
192,,0.94,560.7382,★ Sport Gloves | Pandora's Box (Battle-Scarred),532.98,43258
216,bad,0.99,532.2735,★ M9 Bayonet | Night (Factory New),532.1943,43113
218,a_liqd,0.99,527.67,★ Butterfly Knife | Slaughter (Field-Tested),527.5908,42580
208,zz,0.9,83.67299999999999,Sticker | NiKo (Gold) | Krakow 2017,526.617,40600
231,z_very_new,0.99,521.5419,★ StatTrak™ Bayonet | Lore (Minimal Wear),525.11,43306
224,newq,0.99,538.4115,★ Sport Gloves | Slingshot (Well-Worn),522.9873,836055
222,z_very_new,0.99,521.5419,★ StatTrak™ Skeleton Knife | Slaughter (Field-Tested),521.4528,777256
227,zz,0.99,506.1969,★ Hand Wraps | Leather (Factory New),521.4528,755683
182,a_liqd,0.96,535.4784,★ Butterfly Knife | Ultraviolet (Minimal Wear),520.5312,42591
164,bad,0.99,620.11,StatTrak™ AK-47 | Fire Serpent (Well-Worn),518.3937,38183
239,,0.99,512.3349,★ StatTrak™ Butterfly Knife | Slaughter (Field-Tested),516.8592,43430
212,a_liqd,0.99,525.11,★ Bayonet | Lore (Minimal Wear),515.3247,42407
391,,0.95,397.4325,Negev | Mjölnir (Field-Tested),515.109,776076
174,liqd,0.99,515.0,★ StatTrak™ M9 Bayonet | Gamma Doppler (Factory New),515.0,43812
238,,0.99,510.11,★ StatTrak™ Survival Knife | Crimson Web (Minimal Wear),510.7212,777257
207,liqd,0.99,510.11,★ Karambit | Gamma Doppler (Minimal Wear),510.11,43012
215,a_liqd,0.99,516.9384,★ Karambit | Slaughter (Factory New),510.11,43033
223,,0.99,516.9384,★ Sport Gloves | Hedge Maze (Well-Worn),510.11,43257
266,zz,0.99,493.9308,★ M9 Bayonet | Fade (Minimal Wear),510.11,43093
230,a_liqd,0.99,495.4554,★ Talon Knife | Marble Fade (Minimal Wear),507.6522,769837
221,zz,0.99,521.5419,★ Driver Gloves | Diamondback (Factory New),506.1177,42606
211,,0.99,490.8618,★ StatTrak™ Butterfly Knife | Damascus Steel (Factory New),498.4551,43407
244,bad,0.99,498.5244,★ Butterfly Knife | Blue Steel (Factory New),496.9206,42532
225,a_liqd,0.99,503.1279,★ Karambit | Autotronic (Field-Tested),490.7826,42964
229,a_liqd,0.99,498.5244,★ Sport Gloves | Amphibious (Field-Tested),490.7826,45451
258,,0.99,490.11,★ StatTrak™ Skeleton Knife | Case Hardened (Field-Tested),490.11,776810
260,newq,0.99,431.0361,★ Specialist Gloves | Tiger Strike (Well-Worn),490.11,836259
201,newq,0.99,460.1817,StatTrak™ M4A1-S | Printstream (Factory New),486.1791,835769
217,a_liqd,0.97,507.9987,★ Karambit | Tiger Tooth (Factory New),485.3783,43041
251,,0.99,477.0513,★ StatTrak™ Karambit | Autotronic (Field-Tested),485.11,43703
228,a_liqd,0.99,498.5244,★ Skeleton Knife | Case Hardened (Field-Tested),483.1101,776911
291,zz,0.99,483.1893,★ StatTrak™ M9 Bayonet | Marble Fade (Minimal Wear),483.1101,43819
249,bad,0.99,461.7162,M4A4 | Poseidon (Field-Tested),481.5756,35318
226,liqd,0.99,480.11,★ StatTrak™ Talon Knife | Doppler (Factory New),480.11,769825
270,newq,0.99,477.0513,★ Sport Gloves | Big Game (Field-Tested),480.051,835938
247,liqd,0.99,493.9308,★ Hand Wraps | Overprint (Minimal Wear),478.5165,45605
277,,0.99,470.9133,StatTrak™ AK-47 | Fuel Injector (Factory New),478.5165,38190
257,a_liqd,0.99,477.0513,★ Karambit | Tiger Tooth (Minimal Wear),475.4475,43042
273,liqd,0.99,475.5168,★ StatTrak™ Classic Knife | Fade (Factory New),475.4475,773702
243,,0.99,473.9823,StatTrak™ USP-S | Kill Confirmed (Factory New),475.4475,39739
245,liqd,0.99,477.0513,★ StatTrak™ Bayonet | Marble Fade (Factory New),472.3785,43307
233,,0.99,475.5168,AK-47 | Hydroponic (Minimal Wear),470.11,33917
252,bad,0.99,467.8542,★ Skeleton Knife | Blue Steel (Minimal Wear),470.11,776786
272,newq,0.99,475.5168,AK-47 | X-Ray (Well-Worn),467.775,835881
274,zz,0.99,465.11,★ Ursus Knife | Ultraviolet (Factory New),465.11,770038
248,liqd,0.99,460.1817,★ Hand Wraps | Slaughter (Minimal Wear),465.11,42884
254,,0.99,460.1817,★ Classic Knife | Crimson Web (Well-Worn),461.6469,773839
236,,0.99,460.1817,★ StatTrak™ Nomad Knife | Crimson Web (Minimal Wear),460.1124,777267
275,,0.99,460.1817,★ StatTrak™ Classic Knife | Crimson Web (Well-Worn),460.1124,773880
284,bad,0.99,460.1817,★ StatTrak™ Butterfly Knife | Blue Steel (Factory New),460.1124,43391
253,liqd,0.99,460.1817,★ Sport Gloves | Arid (Minimal Wear),460.1124,43252
289,bad,0.99,450.11,★ Karambit | Black Laminate (Factory New),460.1124,42967
791,zz,0.99,500.0,★ StatTrak™ M9 Bayonet | Gamma Doppler (Minimal Wear),460.1124,43813
242,z_very_new,0.99,460.11,★ StatTrak™ Karambit | Doppler (Factory New),460.11,43731
279,,0.99,437.1741,★ StatTrak™ Talon Knife | Slaughter (Factory New),458.5779,759802
283,zz,0.9,458.11,Sticker | Stewie2K (Gold) | Krakow 2017,458.11,40851
288,,0.99,470.11,StatTrak™ AWP | Oni Taiji (Factory New),457.0434,38313
278,,0.99,457.1127,★ StatTrak™ M9 Bayonet | Lore (Field-Tested),457.0434,43816
259,a_liqd,0.99,461.7162,★ M9 Bayonet | Lore (Field-Tested),455.5089,43107
250,a_liqd,0.99,458.6472,★ Classic Knife | Fade (Factory New),455.5089,773721
281,,0.99,450.9747,★ StatTrak™ Butterfly Knife | Case Hardened (Minimal Wear),453.9744,43400
276,bad,0.99,445.11,★ StatTrak™ Skeleton Knife | Blue Steel (Minimal Wear),453.9744,777169
310,z_very_new,0.99,435.11,★ StatTrak™ M9 Bayonet | Autotronic (Minimal Wear),452.4399,43778
262,,0.99,452.5092,★ StatTrak™ Butterfly Knife | Crimson Web (Field-Tested),447.8364,43403
304,,0.99,443.3022,★ StatTrak™ M9 Bayonet | Slaughter (Factory New),445.11,43832
314,bad,0.99,415.11,★ Butterfly Knife | Boreal Forest (Factory New),445.11,42537
271,,0.99,445.11,★ Talon Knife | Case Hardened (Factory New),441.7083,759827
265,a_liqd,0.99,443.3022,★ Butterfly Knife | Crimson Web (Field-Tested),441.7083,42547
282,a_liqd,0.99,441.7677,★ Talon Knife | Slaughter (Factory New),440.1738,759581
235,liqd,0.99,440.0,★ M9 Bayonet | Gamma Doppler (Factory New),440.0,43104
303,,0.99,440.2431,★ StatTrak™ Bayonet | Fade (Factory New),438.6393,43294
353,,0.99,445.11,★ StatTrak™ Talon Knife | Crimson Web (Minimal Wear),437.1048,762308
246,newq,0.99,445.11,★ Sport Gloves | Scarlet Shamagh (Field-Tested),437.1048,835883
293,newq,0.99,438.7086,★ Specialist Gloves | Marble Fade (Field-Tested),437.1048,835939
292,newq,0.99,437.1741,M4A1-S | Welcome to the Jungle (Well-Worn),437.1048,835909
269,newq,0.99,427.9671,★ Specialist Gloves | Field Agent (Field-Tested),437.1048,836015
255,liqd,0.99,437.0,★ Talon Knife | Doppler (Factory New),437.0,769500
306,,0.99,435.6396,★ StatTrak™ Karambit | Slaughter (Minimal Wear),435.5703,43760
264,,0.99,415.4238,★ StatTrak™ Paracord Knife | Slaughter (Factory New),435.5703,776975
240,a_liqd,0.99,447.9057,★ Butterfly Knife | Damascus Steel (Factory New),432.5013,42551
268,a_liqd,0.99,446.3712,★ M9 Bayonet | Autotronic (Minimal Wear),432.5013,43056
307,,0.99,431.0361,AUG | Akihabara Accept (Field-Tested),432.5013,33985
327,,0.99,421.8291,★ StatTrak™ Karambit | Case Hardened (Minimal Wear),430.9668,43723
312,,0.99,438.7086,★ Karambit | Autotronic (Well-Worn),430.11,43959
287,a_liqd,0.99,432.5706,★ M9 Bayonet | Slaughter (Factory New),430.11,43128
326,newq,0.99,430.11,★ Driver Gloves | Snow Leopard (Battle-Scarred),430.11,836090
300,newq,0.99,425.11,★ Hand Wraps | CAUTION! (Field-Tested),430.11,835879
263,zz,0.99,47.5497,★ Hydra Gloves | Emerald (Factory New),430.11,757169
332,,0.99,427.9671,★ StatTrak™ Karambit | Lore (Field-Tested),427.8978,43744
294,a_liqd,0.99,415.11,★ Classic Knife | Fade (Minimal Wear),426.3633,773840
241,liqd,0.99,425.0,★ Karambit | Doppler (Factory New),425.0,42998
267,,0.99,425.0,★ StatTrak™ Bayonet | Gamma Doppler (Factory New),425.0,43302
324,,0.99,417.2256,★ StatTrak™ Skeleton Knife | Case Hardened (Well-Worn),423.3042,777196
234,,0.99,398.8215,★ Falchion Knife | Crimson Web (Factory New),423.3042,45415
325,a_liqd,0.99,423.3636,★ Karambit | Slaughter (Minimal Wear),421.7697,43035
315,a_liqd,0.99,421.8291,★ Karambit | Lore (Field-Tested),421.7697,43014
